date,equity
2023-11-29,80321.61683767602
2023-11-30,80321.61683767602
2023-12-01,80321.61683767602
2023-12-04,80321.61683767602
2023-12-05,80321.61683767602
2023-12-06,80321.61683767602
2023-12-07,80321.61683767602
2023-12-08,80321.61683767602
2023-12-11,80321.61683767602
2023-12-12,80321.61683767602
2023-12-13,80321.61683767602
2023-12-14,80321.61683767602
2023-12-15,80321.61683767602
2023-12-18,80321.61683767602
2023-12-19,80321.61683767602
2023-12-20,80321.61683767602
2023-12-21,80321.61683767602
2023-12-22,80321.61683767602
2023-12-25,80321.61683767602
2023-12-26,80321.61683767602
2023-12-27,80321.61683767602
2023-12-28,80321.61683767602
2023-12-29,80321.61683767602
2024-01-02,80321.61683767602
2024-01-03,80321.61683767602
2024-01-04,80321.61683767602
2024-01-05,80321.61683767602
2024-01-08,80321.61683767602
2024-01-09,80321.61683767602
2024-01-10,80321.61683767602
2024-01-11,80321.61683767602
2024-01-12,80321.61683767602
2024-01-15,80321.61683767602
2024-01-16,80321.61683767602
2024-01-17,80321.61683767602
2024-01-18,80321.61683767602
2024-01-19,80321.61683767602
2024-01-22,80321.61683767602
2024-01-23,80321.61683767602
2024-01-24,80321.61683767602
2024-01-25,80321.61683767602
2024-01-26,80983.84612745303
2024-01-29,81374.88957029322
2024-01-30,79576.48957029323
2024-01-31,79216.80957029322
2024-02-01,78767.20957029321
2024-02-02,77508.32957029321
2024-02-05,76761.52804456202
2024-02-06,76761.52804456202
2024-02-07,76761.52804456202
2024-02-08,76761.52804456202
2024-02-19,76761.52804456202
2024-02-20,76761.52804456202
2024-02-21,76761.52804456202
2024-02-22,77542.50106010301
2024-02-23,77277.0486854914
2024-02-26,75247.92868549141
2024-02-27,75057.6986854914
2024-02-28,74994.28868549141
2024-02-29,75628.3886854914
2024-03-01,74994.28868549141
2024-03-04,73979.72868549141
2024-03-05,73767.33221210162
2024-03-06,73767.33221210162
2024-03-07,73767.33221210162
2024-03-08,73767.33221210162
2024-03-11,73767.33221210162
2024-03-12,73767.33221210162
2024-03-13,73767.33221210162
2024-03-14,73767.33221210162
2024-03-15,73767.33221210162
2024-03-18,73767.33221210162
2024-03-19,73767.33221210162
2024-03-20,73767.33221210162
2024-03-21,73767.33221210162
2024-03-22,73767.33221210162
2024-03-25,73767.33221210162
2024-03-26,73767.33221210162
2024-03-27,73767.33221210162
2024-03-28,73767.33221210162
2024-03-29,73767.33221210162
2024-04-01,73767.33221210162
2024-04-02,73767.33221210162
2024-04-03,73767.33221210162
2024-04-08,73767.33221210162
2024-04-09,73767.33221210162
2024-04-10,73767.33221210162
2024-04-11,73767.33221210162
2024-04-12,73767.33221210162
2024-04-15,73767.33221210162
2024-04-16,73767.33221210162
2024-04-17,73767.33221210162
2024-04-18,73767.33221210162
2024-04-19,73686.17747056662
2024-04-22,73034.47747056662
2024-04-23,73171.67747056662
2024-04-24,73137.37747056663
2024-04-25,73411.77747056662
2024-04-26,73377.47747056662
2024-04-29,74097.77747056662
2024-04-30,74029.17747056662
2024-05-06,74372.17747056662
2024-05-07,74359.20864522592
2024-05-08,73334.85864522592
2024-05-09,73539.72864522591
2024-05-10,74768.94864522593
2024-05-13,74973.81864522593
2024-05-14,74564.07864522592
2024-05-15,74017.75864522591
2024-05-16,76339.61864522593
2024-05-17,78046.86864522593
2024-05-20,77773.70864522592
2024-05-21,79181.08296607393
2024-05-22,79260.24496397392
2024-05-23,77992.08496397392
2024-05-24,77278.74496397392
2024-05-27,78863.94496397392
2024-05-28,77992.08496397392
2024-05-29,76882.44496397392
2024-05-30,75772.80496397392
2024-05-31,75693.54496397392
2024-06-03,75742.49821315071
2024-06-04,75742.49821315071
2024-06-05,75742.49821315071
2024-06-06,75742.49821315071
2024-06-07,75742.49821315071
2024-06-11,75742.49821315071
2024-06-12,75742.49821315071
2024-06-13,75742.49821315071
2024-06-14,75742.49821315071
2024-06-17,75742.49821315071
2024-06-18,75742.49821315071
2024-06-19,75742.49821315071
2024-06-20,75742.49821315071
2024-06-21,75742.49821315071
2024-06-24,75742.49821315071
2024-06-25,75742.49821315071
2024-06-26,75742.49821315071
2024-06-27,75742.49821315071
2024-06-28,75742.49821315071
2024-07-01,75742.49821315071
2024-07-02,75742.49821315071
2024-07-03,75742.49821315071
2024-07-04,75742.49821315071
2024-07-05,75742.49821315071
2024-07-08,75742.49821315071
2024-07-09,75742.49821315071
2024-07-10,75742.49821315071
2024-07-11,75742.49821315071
2024-07-12,75742.49821315071
2024-07-15,75742.49821315071
2024-07-16,75742.49821315071
2024-07-17,75742.49821315071
2024-07-18,75742.49821315071
2024-07-19,75742.49821315071
2024-07-22,75742.49821315071
2024-07-23,75742.49821315071
2024-07-24,75742.49821315071
2024-07-25,75742.49821315071
2024-07-26,75742.49821315071
2024-07-29,75742.49821315071
2024-07-30,75742.49821315071
2024-07-31,75742.49821315071
2024-08-01,75742.49821315071
2024-08-02,75742.49821315071
2024-08-05,75742.49821315071
2024-08-06,75742.49821315071
2024-08-07,75742.49821315071
2024-08-08,75742.49821315071
2024-08-09,75742.49821315071
2024-08-12,75742.49821315071
2024-08-13,75742.49821315071
2024-08-14,75742.49821315071
2024-08-15,75742.49821315071
2024-08-16,75742.49821315071
2024-08-19,75742.49821315071
2024-08-20,75742.49821315071
2024-08-21,75970.8038511787
2024-08-22,76119.00385117871
2024-08-23,76563.60385117872
2024-08-26,76662.40385117871
2024-08-27,76366.00385117871
2024-08-28,75872.00385117871
2024-08-29,74884.00385117871
2024-08-30,75032.20385117871
2024-09-02,74785.2038511787
2024-09-03,74637.00385117871
2024-09-04,74470.60625610071
2024-09-05,74470.60625610071
2024-09-06,74470.60625610071
2024-09-09,74470.60625610071
2024-09-10,74470.60625610071
2024-09-11,74470.60625610071
2024-09-12,74470.60625610071
2024-09-13,74470.60625610071
2024-09-18,74470.60625610071
2024-09-19,74470.60625610071
2024-09-20,74470.60625610071
2024-09-23,74470.60625610071
2024-09-24,74470.60625610071
2024-09-25,74470.60625610071
2024-09-26,74470.60625610071
2024-09-27,74716.35313845522
2024-09-30,77667.00313845521
2024-10-08,80169.45313845521
2024-10-09,73119.57799745523
2024-10-10,74248.28549855202
2024-10-11,74248.28549855202
2024-10-14,74248.28549855202
2024-10-15,74248.28549855202
2024-10-16,74248.28549855202
2024-10-17,74248.28549855202
2024-10-18,74248.28549855202
2024-10-21,74248.28549855202
2024-10-22,74248.28549855202
2024-10-23,74248.28549855202
2024-10-24,74248.28549855202
2024-10-25,74248.28549855202
2024-10-28,74248.28549855202
2024-10-29,74248.28549855202
2024-10-30,74248.28549855202
2024-10-31,74248.28549855202
2024-11-01,74248.28549855202
2024-11-04,74248.28549855202
2024-11-05,74248.28549855202
2024-11-06,74248.28549855202
2024-11-07,74248.28549855202
2024-11-08,74248.28549855202
2024-11-11,74248.28549855202
2024-11-12,74248.28549855202
2024-11-13,74248.28549855202
2024-11-14,74248.28549855202
2024-11-15,74248.28549855202
2024-11-18,74248.28549855202
2024-11-19,74248.28549855202
2024-11-20,74248.28549855202
2024-11-21,74248.28549855202
2024-11-22,74248.28549855202
2024-11-25,74248.28549855202
2024-11-26,74248.28549855202
2024-11-27,74248.28549855202
2024-11-28,74248.28549855202
2024-11-29,74248.28549855202
2024-12-02,74248.28549855202
2024-12-03,74248.28549855202
2024-12-04,74248.28549855202
2024-12-05,74248.28549855202
2024-12-06,74248.28549855202
2024-12-09,74248.28549855202
2024-12-10,74248.28549855202
2024-12-11,74248.28549855202
2024-12-12,74248.28549855202
2024-12-13,74248.28549855202
2024-12-16,74248.28549855202
2024-12-17,74248.28549855202
2024-12-18,74248.28549855202
2024-12-19,74248.28549855202
2024-12-20,74248.28549855202
2024-12-23,74248.28549855202
2024-12-24,74248.28549855202
2024-12-25,74248.28549855202
2024-12-26,74248.28549855202
2024-12-27,74248.28549855202
2024-12-30,74248.28549855202
2024-12-31,74248.28549855202
